Serial Number,Node ID,Host Name,Device Model,Device Function,Network Policy,Location,Static IP Address,Netmask,Default Gateway,Topology Map,Country Code,Wifi0 Radio Profile,Wifi0 Admin State,Wifi0 Operation Mode,Wifi0 Channel,Wifi0 Power,Wifi1 Radio Profile,Wifi1 Admin State,Wifi1 Operation Mode,Wifi1 Channel,Wifi1 Power,HiveOS,TAG1,TAG2,TAG3,VHM Name
33012100303286,08EA447FCBC0,Kent-34,AP330,AP,Kent_Native_10,Kent_Room_34,10.4.116.34,255.255.0.0,10.4.254.254,Kent Middle School,(840) United States,steering_ng0,Up,Access,6,Auto,wide_na0,Up,Dual,153,Auto,6.4r1,,,,Kentfield_School_District
